customerID,Nombre,Apellido,Documento de Identidad,Correo Electronico,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3594-BDSOA,Teresa,Alonso,50737534,talonso498@example.com,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.4,482.8,No
0431-APWVY,Clara,Ruiz,74750817,cruiz4108@yahoo.com,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes
5133-VRSAB,Manuel,Gómez,55523381,mgomez7091@gmail.com,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,No
5996-DAOQL,Pablo,Rodríguez,66878843,prodriguez9579@example.com,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No
6838-YAUVY,Patricia,Ruiz,76118321,pruiz8867@outlook.com,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.1,5064.85,No
0484-JPBRU,Manuel,Ruiz,20670562,mruiz8823@example.com,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.25,996.45,No
7883-ROJOC,Clara,Muñoz,13210348,cmunoz2218@gmail.com,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.9,839.65,No
0244-LGNFY,Clara,Jiménez,96356079,cjimenez3194@hotmail.com,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.65,6733,No
7274-CGTOD,Luis,López,31059119,llopez9247@outlook.com,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No
4295-YURET,Eva,Martín,50806471,emartin5363@gmail.com,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,No
3426-NIYYL,Miguel,Moreno,79997684,mmoreno9211@yahoo.com,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.55,765.5,Yes
8225-BTJAU,Fernando,González,96632940,fgonzalez2664@example.com,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,793.55,Yes
4635-EJYPD,Pedro,Sánchez,87207037,psanchez8608@outlook.com,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.95,613.95,No
1866-ZSLJM,Diego,Rodríguez,70508842,drodriguez7621@example.com,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.5,402.85,No
4636-TVXVG,Alejandro,Martínez,89443523,amartinez689@example.com,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1244.8,No
4236-UJPWO,Cristina,Rodríguez,84984270,crodriguez5382@outlook.com,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.4,No
9392-XBGTD,Luis,Álvarez,89901997,lalvarez1795@outlook.com,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,581.85,No
3387-VATUS,Diego,Díaz,52074153,ddiaz4186@hotmail.com,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes
6402-SSEJG,María,Muñoz,58219492,mmunoz2374@outlook.com,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05,1540.2,No
1143-NMNQJ,Patricia,González,33616198,pgonzalez3588@example.com,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes
1169-SAOCL,Pedro,García,59196111,pgarcia5348@outlook.com,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.65,5168.1,No
1110-KYLGQ,Eva,Ruiz,69325074,eruiz7616@example.com,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,No
9929-PLVPA,Beatriz,Fernández,98844969,bfernandez6705@yahoo.com,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,No
3518-PZXZQ,Carmen,Gómez,89774084,cgomez9913@hotmail.com,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.3,55.3,No
2371-JUNGC,Manuel,Moreno,42681128,mmoreno4783@example.com,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,208,No
7693-QPEFS,Miguel,Díaz,81498792,mdiaz1251@outlook.com,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No
0924-BJCRC,Raquel,Hernández,13061715,rhernandez8298@gmail.com,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.45,5294.6,No
5074-FBGHB,Alejandro,Martínez,73537123,amartinez2406@example.com,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.65,6889.8,No
2351-BKRZW,María,Pérez,27832396,mperez2569@yahoo.com,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.2,3254.35,No
4455-BFSPD,Eva,Martínez,53266538,emartinez2987@outlook.com,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),101.15,6383.9,No
0415-MOSGF,Marta,Martín,64976969,mmartin1523@outlook.com,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,Yes
1724-BQUHA,Pablo,García,14826094,pgarcia4119@gmail.com,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,Yes
3948-KXDUF,Jorge,Gutiérrez,65917537,jgutierrez9344@gmail.com,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,No
2323-ARSVR,Luis,Sánchez,67496598,lsanchez3081@example.com,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,No
0815-MFZGM,Carmen,Alonso,50657784,calonso3904@outlook.com,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135,No
4826-XTSOH,Javier,Pérez,46098637,jperez3717@yahoo.com,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,Yes
5480-XTFFL,María,Fernández,18137457,mfernandez6627@yahoo.com,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,697.7,No
8295-FHIVV,Juan,Álvarez,70805607,jalvarez4823@example.com,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,168.65,No
2495-INZWQ,Juan,García,22114148,jgarcia8587@hotmail.com,Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,Yes
9086-YJYXS,Daniel,González,91869630,dgonzalez8272@example.com,Male,0,Yes,Yes,34,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),77.2,2753.8,No
1179-INLAT,Andrés,Hernández,89021840,ahernandez9709@outlook.com,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,69.25,No
7909-FIOIY,Carmen,Martín,26464920,cmartin358@yahoo.com,Female,0,Yes,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.85,434.8,No
4139-SUGLD,Pablo,Muñoz,60790214,pmunoz9676@yahoo.com,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),35.4,1077.5,Yes
6857-VWJDT,Lucía,Alonso,23775385,lalonso2700@hotmail.com,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,Yes
6351-SCJKT,Antonio,Rodríguez,38617512,arodriguez1363@outlook.com,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,41.35,107.25,No
5468-BPMMO,Francisco,Jiménez,25670809,fjimenez4579@gmail.com,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,No
5624-BQSSA,Beatriz,Álvarez,45757971,balvarez7911@gmail.com,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.95,20.95,Yes
0197-PNKNK,Cristina,Díaz,93120182,cdiaz5502@yahoo.com,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),84.45,5848.6,No
2439-QKJUL,Sergio,Hernández,22899954,shernandez6342@example.com,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,109.8,No
1194-SPVSP,Jorge,Romero,62708038,jromero3048@hotmail.com,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,19.65,No
9534-NSXEM,Antonio,Álvarez,78685618,aalvarez6425@outlook.com,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,No
2408-WITXK,Julia,Sánchez,69184460,jsanchez1446@gmail.com,Female,1,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,329.8,Yes
8929-KSWIH,Pedro,Hernández,92024577,phernandez7240@gmail.com,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,No
2250-IVBWA,Fernando,Pérez,50539582,fperez7751@hotmail.com,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,No
1810-MVMAI,Sergio,Sánchez,74797356,ssanchez2275@yahoo.com,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.6,2000.2,No
9506-UXUSK,Fernando,Romero,21684245,fromero4102@yahoo.com,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,No
1229-RCALF,Carmen,Ruiz,34854904,cruiz5543@hotmail.com,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.0,7396.15,No
3572-UOLYZ,Isabel,Álvarez,13670610,ialvarez4368@example.com,Female,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3958.85,No
1429-UYJSV,Patricia,Sánchez,45955527,psanchez1757@example.com,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,260.9,No
5577-OTWWW,Julia,Jiménez,49309873,jjimenez1876@yahoo.com,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.75,297.3,Yes
6100-QQHEB,Antonio,García,24618879,agarcia2049@gmail.com,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1515.1,Yes
6366-XIVKZ,Raquel,Gómez,61476819,rgomez1525@outlook.com,Female,0,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,No
3470-OBUET,Laura,Fernández,17607081,lfernandez7831@yahoo.com,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),74.0,4868.4,No
2770-NSVDG,Fernando,García,96426298,fgarcia1358@gmail.com,Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,29.1,688,No
9375-MHRRS,Alejandro,González,91097359,agonzalez939@outlook.com,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,288.35,No
2634-HCZGT,Francisco,González,24481308,fgonzalez197@gmail.com,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,Yes
7503-QQRVF,Diego,Gómez,41480849,dgomez6081@hotmail.com,Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,Yes
4860-YZGZM,José,Gutiérrez,46509800,jgutierrez6513@outlook.com,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,185.4,No
6599-GZWCM,Paula,Hernández,33318146,phernandez4670@hotmail.com,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.65,966.25,No
2691-NZETQ,Pablo,Rodríguez,30022252,prodriguez4599@hotmail.com,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,Yes
4404-HIBDJ,Laura,Moreno,38976079,lmoreno1678@example.com,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.3,1863.8,Yes
5533-NHFRF,Juan,Alonso,54481142,jalonso9904@example.com,Male,1,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,No
7037-MTYVW,Francisco,López,73178132,flopez2697@gmail.com,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.4,3297,No
4760-THGOT,Eva,Hernández,53366533,ehernandez6920@yahoo.com,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,No
7295-JOMMD,Eva,Ruiz,56103945,eruiz9472@example.com,Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,Yes
4016-BJKTZ,Sara,Romero,96002488,sromero7990@outlook.com,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,No
6584-VQMYT,Sergio,García,16724217,sgarcia285@hotmail.com,Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.2,1567.55,No
9838-BFCQT,Alejandro,López,52749759,alopez4817@outlook.com,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.1,1851.45,No
2790-XUYMV,Miguel,Álvarez,20839611,malvarez2512@yahoo.com,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.45,6028.95,No
0581-MDMPW,Eva,Jiménez,17765068,ejimenez6335@hotmail.com,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,No
5013-SBUIH,Isabel,Álvarez,31541012,ialvarez2537@gmail.com,Female,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,5551.15,Yes
1023-BQXZE,Pablo,Moreno,48849079,pmoreno6491@gmail.com,Male,0,No,No,57,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.35,4317.35,No
9163-GHAYE,Rosa,Moreno,48875113,rmoreno1858@example.com,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,No
3904-UKFRE,Pablo,Martínez,26193566,pmartinez4516@yahoo.com,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.1,336.15,No
5353-WILCI,María,Sánchez,14429425,msanchez5999@gmail.com,Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.05,1522.65,No
0709-TVGUR,Eva,Sánchez,27453126,esanchez5198@outlook.com,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,622.9,Yes
0058-EVZWM,Clara,Muñoz,13863855,cmunoz9971@example.com,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,No
6023-YEBUP,Alejandro,Martínez,38226171,amartinez8247@hotmail.com,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,Yes
7209-JCUDS,Luis,Alonso,58579159,lalonso2252@gmail.com,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes
7009-PCARS,Álvaro,Martínez,15715562,amartinez9882@example.com,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.1,1001.5,No
0519-DRGTI,Carmen,Pérez,53820988,cperez9808@yahoo.com,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,442.6,No
1017-FBQMM,Elena,Gómez,94169525,egomez5170@gmail.com,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.05,6703.5,No
3001-CBHLQ,Fernando,Rodríguez,24524494,frodriguez6998@gmail.com,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.9,3351.55,Yes
1985-MBRYP,Beatriz,González,59524134,bgonzalez7163@gmail.com,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.65,779.25,No
6158-DWPZT,Carlos,Jiménez,54967420,cjimenez6153@gmail.com,Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),24.1,259.8,Yes
9372-TXXPS,Laura,Romero,10190275,lromero9857@gmail.com,Female,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,No
3259-QMXUN,Javier,Moreno,32264856,jmoreno3829@gmail.com,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,No
1015-JPFYW,Fernando,Alonso,75763385,falonso7020@hotmail.com,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,136.75,No
6645-MXQJT,Francisco,Sánchez,12878534,fsanchez6232@hotmail.com,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,No
4360-QRAVE,Javier,Jiménez,96078441,jjimenez7719@outlook.com,Male,1,No,No,37,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,36.65,1315,No
8433-WPJTV,María,Gutiérrez,38946084,mgutierrez260@gmail.com,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.9,6767.1,No
5804-JMYIO,Cristina,Romero,48540376,cromero2361@example.com,Female,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,No
3763-GCZHZ,Daniel,Ruiz,18762286,druiz757@outlook.com,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.05,6890,Yes
6484-LATFU,Carlos,Gutiérrez,93826284,cgutierrez3072@example.com,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1657.4,No
7599-NTMDP,Cristina,López,24400735,clopez2381@example.com,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.7,3008.55,No
0772-GYEQQ,Sergio,Sánchez,64769941,ssanchez1009@example.com,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.35,262.05,Yes
0536-ACXIP,Teresa,Gutiérrez,32305566,tgutierrez1484@example.com,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,No
0936-NQLJU,Beatriz,Martínez,42252035,bmartinez2280@yahoo.com,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,No
4831-EOBFE,Antonio,Rodríguez,48764316,arodriguez3965@hotmail.com,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.65,2649.15,Yes
1575-KRZZE,Eva,Pérez,74384587,eperez1982@outlook.com,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No
3251-YMVWZ,Daniel,Rodríguez,93715144,drodriguez5409@example.com,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.05,1301.9,No
4102-OQUPX,Diego,Muñoz,83787181,dmunoz7106@gmail.com,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes
9170-GYZJC,Ana,Martín,30294364,amartin2760@yahoo.com,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes
4884-LEVMQ,Fernando,Alonso,14144561,falonso852@hotmail.com,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.45,790,No
8857-CUPFQ,Javier,Muñoz,39083320,jmunoz467@gmail.com,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,1237.65,No
7610-TVOPG,José,Moreno,21626600,jmoreno773@example.com,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,378.6,No
3638-DIMPH,Elena,Jiménez,56148401,ejimenez2038@outlook.com,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,No
1845-ZLLIG,Fernando,García,95231768,fgarcia6621@yahoo.com,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No
8559-WNQZS,Alejandro,González,66216820,agonzalez3833@yahoo.com,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,20.45,No
3999-QGRJH,Pedro,Álvarez,62660475,palvarez9288@example.com,Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,Yes
1699-UOTXU,José,Sánchez,50962370,jsanchez2306@hotmail.com,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No
2454-RPBRZ,Ana,Gómez,77667713,agomez77@gmail.com,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,Yes
0635-WKOLD,Alejandro,Martín,68782543,amartin8741@yahoo.com,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No
5993-JSUWV,María,Álvarez,49305639,malvarez8488@yahoo.com,Female,0,No,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No
4518-FZBSX,Sergio,Gómez,49225517,sgomez8254@yahoo.com,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,854.9,No
5387-ASZNZ,Paula,Fernández,38266384,pfernandez4084@outlook.com,Female,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),63.85,4174.35,No
6988-CJEYV,Manuel,Martínez,48580109,mmartinez8542@yahoo.com,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.7,4920.55,No
2002-MZHWP,Lucía,Alonso,68653106,lalonso8502@gmail.com,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Yes
